id,URL_of_Anchor,Result,Query_date,having_IP_Address,valid_IP_Address,Request_URL,URL_Length,SSLfinal_State,SFH,web_traffic,popUpWindow
436,-1,-1,2013-05-03,No,0,0,1,1,1,0,0
437,1,,2013-10-03,No,0,-1,0,1,1,-1,1
438,0,-3,2013-05-05,Yes,1,0,1,1,1,0,0
439,1,-1,2014-03-09,No,0,-1,1,1,1,0,1
440,,-1,2013-07-14,No,0,1,-1,0,1,1,0
441,0,-1,2014-01-11,No,0,0,0,1,1,0,1
442,1,-1,2013-07-22,No,0,-1,1,1,1,-1,0
443,,-1,2013-12-25,No,0,-1,-1,1,1,0,0
444,0,-1,2013-07-17,No,0,-1,1,1,,-1,0
445,1,-1,2013-06-03,No,,-1,1,1,1,0,0
446,-1,-1,2014-03-10,No,0,-1,0,-2,1,-1,0
447,1,-1,2013-10-25,No,0,-1,0,1,1,-1,1
448,1,-1,2014-03-22,No,0,1,1,1,1,0,0
449,1,-1,2013-10-26,No,,-1,1,1,1,-1,1
450,1,-1,2013-11-18,No,0,1,1,-1,1,0,1
451,1,-1,2013-08-13,No,0,-1,1,1,1,0,0
452,1,-1,2013-05-09,No,0,1,1,1,1,1,0
453,-2,-1,2013-11-22,No,0,1,,1,1,1,0
454,1,-1,2014-04-06,Yes,1,1,-1,1,1,0,0
455,1,-1,2013-08-24,No,0,1,0,-1,1,1,0
456,-1,-1,2013-06-20,No,0,0,1,1,1,0,0
457,1,-1,2013-07-09,No,0,-1,0,1,1,-1,0
458,1,-1,2013-12-09,No,0,1,0,0,1,-1,0
459,1,-1,2013-06-25,No,0,1,1,1,1,0,-1
460,-3,-1,2013-11-01,No,0,-1,0,1,1,-1,0
461,1,-1,2013-06-18,No,0,1,0,-1,-2,1,0
462,1,-1,2013-07-01,No,,1,1,1,1,1,3
463,-1,-1,2013-11-05,Yes,1,-3,0,1,1,0,0
464,-1,-1,2013-08-09,No,0,0,0,0,1,1,0
465,0,-1,2014-04-17,Yes,1,0,1,1,1,1,0
466,1,-1,2013-08-07,No,0,1,-1,1,1,1,0
467,-1,-1,2013-09-28,No,0,0,3,0,1,-1,0
468,1,-1,2013-10-13,No,0,1,0,1,1,1,0
469,-1,-1,2014-02-20,No,0,-2,-1,0,-1,0,1
470,1,-1,2013-12-14,No,0,-1,-1,-1,1,1,
471,1,-1,2013-11-26,Yes,-3,-1,-1,1,1,-1,0
472,1,-1,2013-11-20,Yes,1,-1,-1,1,1,-1,1
473,1,-1,2014-04-07,No,0,1,0,1,1,0,1
474,-1,-1,2013-05-25,No,0,0,1,1,-1,0,1
475,1,-1,2013-09-07,No,0,-1,-1,1,1,0,
476,1,-1,2013-08-23,Yes,1,-1,0,1,1,0,-3
477,1,-1,2013-12-22,Yes,1,-1,1,1,1,-1,0
478,-1,-1,2013-09-05,No,0,0,0,1,-1,-1,0
479,-1,-1,2014-04-08,No,0,-2,1,,1,-1,1
480,-1,-1,2013-09-18,No,0,0,-3,1,1,0,0
481,-1,,2014-03-11,No,0,-1,0,-1,1,0,0
482,0,-3,2013-06-10,No,0,0,0,1,-1,-1,1
483,1,-1,2013-11-16,No,0,-1,-3,1,1,0,1
484,-1,-1,2014-01-11,Yes,1,-1,0,1,1,-1,0
485,-1,-1,2013-05-18,No,0,0,1,1,1,-1,3
486,,-1,2014-01-26,No,0,1,0,-1,-1,-1,1
487,-1,-1,2013-04-24,No,-2,0,-1,0,1,-1,
488,-1,-1,2014-02-01,Yes,1,0,-1,1,1,-1,0
489,1,-1,2013-12-27,No,0,1,-1,1,1,1,1
490,1,-1,2013-06-28,Yes,1,-1,-2,1,1,-1,0
491,0,-1,2013-04-23,No,0,0,0,1,-1,1,0
492,1,-1,2013-05-24,No,0,-1,0,1,1,-1,-1
493,,-1,2013-05-08,No,0,-1,0,1,1,1,0
494,1,-1,2013-08-16,No,0,1,1,0,1,-1,-1
495,1,-1,2014-03-30,No,0,-1,1,-1,1,0,0
496,1,-1,2013-10-06,No,0,1,0,1,1,1,0
497,0,-1,2014-04-07,Yes,1,0,0,1,1,-3,0
498,-1,3,2013-08-31,No,0,0,0,1,-1,-1,0
499,-1,-1,2014-04-16,No,0,0,1,1,1,0,1
500,1,-1,2013-07-24,No,0,-1,0,1,1,,0
501,-1,-1,2014-01-01,No,0,-3,1,1,1,1,0
502,1,3,2013-11-28,Yes,1,-1,0,1,1,-1,0
503,1,-1,2013-09-25,Yes,1,-1,-1,1,1,,0
504,1,-1,2014-04-04,No,0,1,-1,1,1,-1,0
505,-1,-1,2013-10-02,No,0,0,-1,1,-1,,0
506,-1,-1,2013-04-21,No,0,0,0,1,1,0,0
507,-1,-1,2013-10-27,No,0,-1,1,-1,1,1,1
508,,-1,2013-12-16,No,0,1,0,1,-3,-1,0
509,-1,-1,2013-10-10,No,,0,1,1,1,1,0
510,1,-1,2014-01-05,No,0,-1,0,1,1,-1,1
511,,-1,2013-10-29,No,0,0,0,1,1,0,0
512,0,-1,2013-11-05,No,0,0,1,1,,-1,0
513,3,-1,2013-06-30,Yes,1,-1,-1,1,1,0,1
514,-1,-1,2013-07-09,No,0,0,-1,1,1,1,0
515,0,-1,2013-08-10,No,0,0,-1,1,,1,1
516,1,-1,2013-11-24,No,0,1,1,1,1,-1,1
517,1,-1,2013-04-22,Yes,1,1,0,-3,1,-1,1
518,0,-1,2013-10-04,No,0,-1,-1,1,-1,3,-1
519,0,2,2014-01-22,No,0,1,1,1,1,-1,0
520,0,-1,2013-07-17,No,0,0,0,1,-1,1,1
521,1,-3,2013-06-08,No,0,-1,0,1,1,-1,0
522,0,-1,2013-05-24,No,0,0,0,1,1,-1,1
523,3,-1,2013-04-24,No,0,-1,-1,1,,0,-1
524,0,-1,2013-06-26,No,0,0,0,1,-1,-1,2
525,1,-1,2013-12-15,No,0,1,1,1,1,0,-1
526,-1,-1,2014-02-21,No,0,0,-1,1,-3,0,0
527,1,-1,2014-01-17,No,0,-1,0,1,1,-1,-1
528,-1,-1,2014-01-08,No,0,0,0,1,1,0,0
529,1,-1,2014-03-14,No,0,-1,-1,-2,1,0,0
530,1,-1,2014-03-04,No,0,-1,1,1,1,0,0
531,0,-1,2013-08-03,No,0,1,1,1,1,0,
532,-1,-1,2014-01-26,Yes,1,0,-1,1,1,0,1
533,0,-1,2013-06-01,No,,0,1,1,1,3,1
534,-1,-1,2013-06-25,No,0,1,0,0,1,-1,0
535,-1,-1,2013-04-22,No,0,1,0,0,1,-1,-1
536,0,-1,2013-12-13,Yes,1,0,0,,-1,-1,0
537,-1,-1,2013-07-04,No,0,0,1,1,1,1,0
538,0,3,2013-06-19,Yes,1,1,1,1,1,1,0
539,-3,-1,2014-02-01,No,0,0,0,1,1,1,0
540,1,-1,2013-04-28,No,0,-1,0,,1,0,3
541,-1,-1,2013-11-30,No,0,0,1,1,1,-1,-1
542,1,-1,2014-04-11,No,0,1,1,1,1,1,1
543,-2,-1,2013-10-03,No,0,,0,-1,1,-1,1
544,1,-1,2013-05-05,No,0,-1,2,1,1,0,0
545,1,-1,2014-03-16,No,0,1,0,-1,1,-1,1
546,-1,-1,2013-05-16,No,0,,1,1,1,1,0
547,0,-1,2014-01-07,No,0,0,-1,-1,1,1,0
548,1,-1,2013-05-20,Yes,1,1,1,1,1,-1,
549,1,-1,2013-07-25,No,0,1,0,1,1,0,0
550,1,-1,2013-11-05,No,0,1,1,-1,-1,-1,0
551,0,-1,2013-09-28,Yes,1,0,1,1,1,-1,1
552,-1,-1,2014-03-25,No,0,-1,0,-1,1,1,0
553,-1,-1,2013-06-25,No,0,-1,1,1,1,1,1
554,1,-1,2013-05-08,Yes,1,-1,-1,1,1,0,0
555,1,-1,2014-04-21,No,0,-3,1,1,1,-1,0
556,1,-1,2013-12-18,No,0,-1,-1,-1,1,1,-1
557,-1,-1,2013-04-26,No,0,0,0,1,1,0,0
558,1,-1,2013-06-22,No,0,-1,1,1,1,1,1
559,1,-1,2014-03-31,No,0,1,0,1,1,-1,-1
560,1,-1,2013-06-13,No,0,0,0,0,1,,-1
561,1,-1,2013-07-21,No,0,-1,1,1,1,-1,0
562,0,-1,2013-09-10,Yes,1,0,0,1,1,-1,1
563,-1,-1,2014-02-24,No,,-2,1,1,1,1,0
564,-1,-1,2014-01-16,No,0,0,-1,0,1,0,1
565,0,-1,2013-05-22,No,0,-3,1,1,1,-1,0
566,1,-1,2013-11-19,No,0,-1,0,1,1,0,0
567,-1,-1,2014-04-07,No,0,-1,0,1,1,0,1
568,1,-1,2014-03-07,No,0,1,1,1,-3,0,0
569,-1,-1,2013-11-12,No,0,2,0,1,1,0,0
570,0,-1,2013-08-21,No,0,-2,0,1,1,-1,1
571,1,-1,2013-11-26,No,0,1,1,1,1,-1,-1
572,3,-1,2013-06-09,No,0,0,1,1,,1,-1
573,1,-1,2014-03-01,No,0,1,-1,0,1,-1,0
574,0,-1,2013-09-18,No,0,0,-1,1,1,0,0
575,-1,-1,2013-08-05,No,0,0,0,1,1,-1,-1
576,-1,-1,2014-04-13,No,0,-1,0,1,1,-1,1
577,0,-1,2013-06-30,Yes,1,1,-1,-3,1,-1,0
578,-1,-1,2013-10-22,No,2,0,-1,1,1,1,1
579,1,2,2013-06-01,No,0,1,1,1,1,0,0
580,-1,-1,2014-01-12,No,0,-1,0,-3,1,0,0
581,-1,-1,2013-06-28,No,0,0,0,1,1,0,0
582,-1,-1,2013-08-02,No,0,0,0,-1,1,1,0
583,0,-1,2014-03-16,No,0,1,-1,1,-1,1,0
584,-1,2,2013-07-03,No,0,-1,0,1,1,-1,0
585,0,-1,2013-08-28,No,0,0,0,1,1,-1,0
586,1,-1,2013-09-02,No,0,,1,1,3,0,0
587,-1,-1,2013-10-18,Yes,-3,0,-1,1,1,-1,0
588,-1,-1,2013-06-20,No,-3,0,0,1,1,0,0
589,1,-1,2014-01-27,No,0,-1,1,1,-2,0,0
590,1,-1,2013-06-19,No,0,-1,0,1,1,-1,0
591,1,-1,2013-07-07,No,0,-1,1,1,1,3,-1
592,1,-1,2014-04-10,No,0,-1,0,1,1,-1,1
593,1,-1,2013-12-15,No,0,-1,0,1,1,-1,0
594,1,-1,2014-01-06,No,0,1,-1,1,1,-1,1
595,-1,-1,2013-06-19,No,0,-1,-1,0,-1,0,-1
596,-1,-1,2013-08-18,No,0,0,1,1,1,1,0
597,1,-1,2013-09-08,No,0,1,0,1,1,0,0
598,,-1,2013-08-23,No,0,-1,-1,1,-1,0,-1
599,0,-1,2014-02-23,No,0,0,1,0,1,-1,-1
600,-1,-1,2013-06-14,Yes,1,0,-1,1,1,-1,0
601,0,-1,2014-01-15,Yes,1,1,-1,,1,-1,0
602,1,-1,2014-04-06,Yes,-2,1,,1,-1,-1,1
603,1,-1,2013-08-13,No,0,1,0,0,1,1,0
604,-1,-1,2013-10-01,No,0,-1,3,1,1,-1,0
605,2,-1,2014-04-02,No,0,1,1,1,1,1,1
606,-1,-1,2013-11-27,No,0,0,0,1,1,-1,0
607,-3,-1,2013-07-20,No,0,1,0,1,1,0,0
608,1,-1,2014-01-11,No,0,-1,-1,1,1,0,1
609,-1,-1,2013-07-24,No,0,0,1,1,1,-1,0
610,1,-1,2014-03-08,No,0,1,0,1,1,-1,1
611,0,3,2014-01-09,No,0,1,0,1,1,-1,0
612,1,-1,2013-10-13,No,0,1,0,1,1,-1,0
613,1,-1,2013-10-19,No,0,-1,0,1,1,1,0
614,0,-1,2014-03-29,No,0,1,-1,0,1,0,-3
615,,-1,2014-04-21,No,0,0,0,1,-1,0,0
616,1,-1,2013-07-11,Yes,1,1,-1,2,1,-1,-1
617,1,-1,2013-04-21,Yes,1,1,0,1,1,-1,0
618,-1,2,2013-10-04,No,0,0,0,1,1,0,0
619,-1,-1,2013-06-29,Yes,1,-1,0,1,1,0,1
620,1,-1,2013-12-23,No,0,-1,0,1,1,-1,0
621,1,-1,2013-09-21,No,0,1,-1,1,1,-1,0
622,1,-1,2013-10-01,No,0,1,1,-1,1,1,0
623,1,-1,2013-06-12,No,0,-1,1,1,1,0,0
624,,-1,2013-11-09,No,0,-1,-1,1,1,-1,0
625,1,-3,2014-04-12,No,0,-1,0,1,1,-1,1
626,1,-1,2013-06-23,No,0,-1,2,1,1,-1,0
627,1,-1,2013-07-23,No,2,1,0,-1,1,0,1
628,-1,-1,2014-03-10,No,0,0,1,1,1,-1,0
629,1,-1,2013-10-21,No,-3,1,-1,-1,,1,1
630,-1,-1,2014-02-02,No,0,-1,1,-1,1,1,0
631,1,-1,2013-12-13,No,0,1,1,1,-1,-1,0
632,-1,-1,2013-11-11,No,0,0,-1,0,1,-1,0
633,-1,,2013-07-22,No,0,0,1,1,1,-1,0
634,1,2,2014-02-26,Yes,1,-1,0,1,1,0,0
635,1,-1,2013-09-13,No,0,-1,-1,1,1,-1,
636,1,-1,2014-01-26,No,,1,0,-1,1,-1,0
637,1,3,2014-03-10,No,0,1,1,1,1,1,0
638,1,-1,2013-06-05,No,0,1,,-3,1,-1,1
639,2,-1,2014-01-30,No,0,1,1,1,1,1,-1
640,1,-1,2013-09-25,Yes,1,-1,1,1,1,0,0
641,-1,-1,2014-03-07,No,0,0,0,-1,1,1,0
642,-1,-1,2013-10-25,No,0,0,1,1,1,0,0
643,-1,,2013-07-14,No,0,0,0,1,1,0,0
644,-1,-1,2013-09-04,No,0,-1,0,1,-1,1,0
645,-1,-1,2014-03-03,No,0,0,-1,0,1,-1,1
646,1,-1,2013-05-03,No,0,1,0,1,1,-1,0
647,-1,-1,2013-05-07,No,0,0,0,1,-1,0,
648,1,-1,2013-08-15,No,0,1,-1,1,1,0,0
649,-1,0,2014-01-23,No,0,-1,1,1,,1,-1
650,-1,0,2014-01-28,No,0,-1,1,1,1,0,0
651,-1,0,2014-02-20,No,0,-1,-1,0,-1,-1,
652,-1,0,2013-12-16,No,0,-1,1,1,-1,-1,-1
653,1,0,2013-08-01,No,0,-1,1,-1,1,-1,1
654,-1,0,2013-06-18,Yes,1,-1,1,-1,-1,1,-1
655,1,0,2013-07-23,No,0,-1,-1,1,-1,0,-1
656,-1,0,2014-03-29,No,0,-1,1,3,,0,-1
657,-1,0,2013-06-17,No,0,-1,1,1,1,0,-1
658,-1,0,2014-04-15,No,0,-1,1,1,,1,-1
659,-1,0,2013-06-10,Yes,1,-1,1,1,1,0,0
660,,0,2014-04-19,No,0,0,-1,0,-1,-1,0
661,0,0,2013-09-21,No,0,-1,-1,1,1,1,-1
662,,0,2013-12-23,Yes,1,-1,1,1,-1,-3,1
663,1,0,2013-10-06,No,0,-1,0,1,2,1,-1
664,1,0,2014-03-29,Yes,1,-1,1,1,-1,1,0
665,0,0,2013-10-11,No,0,-1,-2,1,1,1,-1
666,-1,0,2013-12-25,No,0,-1,1,1,1,0,0
667,-1,0,2014-04-02,No,0,-1,1,1,1,-1,1
668,-1,,2013-08-12,No,0,0,-1,0,-1,-1,-3
669,2,0,2013-09-30,No,0,-1,-1,0,-1,-1,-1
670,1,0,2014-03-21,No,0,-1,0,1,-1,0,-1
671,-1,0,2013-12-20,No,0,-1,-1,0,-1,-1,0
672,1,0,2013-08-07,No,,-1,1,-1,1,-1,0
673,0,0,2014-04-07,No,0,0,0,0,0,0,0
674,2,0,2014-01-08,No,0,-1,0,0,-1,-1,0
675,1,0,2014-04-02,No,0,-1,1,-1,1,-1,0
676,0,0,2014-01-14,No,0,0,0,0,0,-1,-1
677,0,0,2013-06-04,No,0,0,0,-2,0,0,0
678,1,0,2013-05-03,No,0,-1,-1,1,-1,0,-1
679,0,0,2013-07-09,No,0,0,0,0,0,0,-1
680,-1,0,2014-03-22,No,0,-1,1,1,1,-1,0
681,0,0,2013-11-23,No,0,0,-1,0,0,-1,0
682,-1,0,2013-11-15,No,0,-1,0,0,-1,-1,-1
683,-1,0,2013-06-06,No,0,-1,1,1,1,1,0
684,1,0,2014-04-20,No,0,-1,0,1,-1,-1,1
685,1,0,2013-04-29,Yes,1,-1,0,1,-2,-1,1
686,-1,,2013-12-01,No,0,-1,0,0,-1,-1,0
687,-1,0,2013-06-22,No,0,-1,1,1,-1,1,-1
688,-1,0,2013-05-19,No,0,-1,1,3,-1,-1,0
689,0,0,2014-02-20,Yes,1,,1,0,0,-1,0
690,-1,0,2014-02-23,No,2,0,-1,0,-1,-1,-1
691,-1,0,2013-07-08,No,0,-1,1,1,-1,1,-1
692,1,0,2013-05-29,No,-3,-1,,1,-1,1,-1
693,-1,0,2013-11-03,No,0,-1,1,1,1,-1,0
694,-1,0,2013-10-27,No,0,-1,1,1,1,1,
695,0,0,2014-03-04,No,0,0,-1,0,0,1,-1
696,-1,0,2013-05-24,Yes,1,-1,1,1,1,1,1
697,1,0,2013-12-09,No,0,-1,0,1,-1,1,-1
698,0,,2013-05-12,No,-2,0,0,0,0,0,-1
699,-1,0,2014-02-08,Yes,1,-1,1,0,-1,-1,
700,-2,0,2013-10-17,No,0,,1,1,1,1,-1
701,0,0,2013-06-20,No,0,0,0,0,0,-1,-1
702,-1,0,2014-02-04,Yes,1,-1,1,1,1,1,0
703,1,0,2013-12-28,No,0,-1,0,1,-1,-1,1
704,0,,2013-09-14,No,0,-1,-1,1,1,0,0
705,0,0,2013-10-30,No,0,0,0,0,0,-1,-1
706,-1,0,2013-05-22,No,0,-1,1,1,1,0,0
707,-1,0,2013-06-17,No,0,-1,1,1,1,1,1
708,-1,0,2013-07-16,No,0,-1,1,1,1,-1,2
709,1,0,2014-02-21,No,0,-1,1,-1,1,-1,0
710,0,0,2013-12-14,No,0,0,0,0,0,-1,0
711,-1,0,2013-07-01,No,0,,1,0,2,-1,-1
712,-1,0,2013-09-09,No,0,-1,1,-2,1,0,0
713,-1,2,2013-06-17,No,0,-1,1,1,-1,-1,-1
714,-1,0,2013-10-26,No,0,-1,1,1,1,-1,-1
715,3,0,2013-10-21,Yes,1,-1,1,1,1,-1,0
716,1,0,2013-07-04,No,0,-1,1,-1,1,1,1
717,-1,0,2014-03-17,No,0,-1,1,1,-1,-1,-1
718,-1,0,2014-02-11,Yes,1,-1,1,1,1,-1,1
719,-1,0,2013-10-19,Yes,1,-1,1,1,1,-1,1
720,1,0,2013-12-16,No,0,-1,1,1,-1,1,-1
721,-1,0,2013-12-26,No,0,-1,0,0,-1,-1,-1
722,-1,0,2013-11-26,No,0,-1,1,1,1,-1,-3
723,0,0,2013-09-20,No,0,-1,-1,1,1,1,-1
724,-1,0,2013-09-10,No,0,-1,-1,0,-1,-1,0
725,1,0,2013-09-08,No,0,-1,1,-1,1,1,1
726,-1,0,2013-11-05,No,0,-1,,0,-1,-1,0
727,1,0,2013-11-21,No,0,-1,1,-1,1,1,0
728,1,0,2013-10-15,No,0,-1,1,-1,1,0,0
729,1,0,2013-11-05,No,0,-1,0,1,-1,1,-1
730,-1,0,2013-07-07,No,0,-1,1,1,1,-2,0
731,-1,0,2013-05-12,No,0,-1,1,1,-1,0,-1
732,1,0,2013-08-19,No,-2,-1,0,1,-1,1,-1
733,-1,0,2013-10-18,No,0,-1,1,,1,1,-1
734,1,0,2014-01-10,No,0,-1,0,1,-1,1,-1
735,1,0,2014-02-10,No,0,3,1,-1,1,-1,-1
736,1,0,2013-11-13,No,0,-1,-1,1,-1,1,-1
737,-1,0,2013-11-14,No,0,0,,0,-1,-1,-1
738,-1,0,2013-09-04,No,-2,-1,1,1,1,1,1
739,0,0,2014-01-17,No,,0,-1,0,0,0,-1
740,-1,0,2014-02-03,No,,-1,1,1,1,0,0
741,-1,0,2013-06-04,Yes,1,-1,1,1,1,-1,0
742,-1,0,2014-03-19,No,0,0,-1,0,-1,-1,0
743,,0,2014-01-03,No,0,-1,-1,1,-1,0,0
744,-1,1,2013-11-14,Yes,1,-1,1,-1,-3,0,-1
745,-1,1,2014-02-03,No,0,,-1,0,1,0,-1
746,-1,1,2013-12-15,No,0,-1,0,1,-1,1,-1
747,1,1,2013-11-23,No,0,-1,0,-1,-1,1,0
748,-1,1,2014-03-09,No,0,-1,-1,0,-1,1,-2
749,1,1,2013-06-27,No,0,-1,1,0,1,0,-1
750,-1,1,2013-09-03,No,0,1,-1,-1,-1,0,-1
751,0,1,2014-04-16,Yes,1,0,1,-1,0,1,0
752,-1,1,2014-02-16,No,0,0,-1,0,-1,1,0
753,1,-3,2013-10-18,No,0,0,0,-1,0,1,-1
754,0,1,2013-06-03,No,0,1,-1,0,1,0,2
755,-1,1,2013-09-24,No,0,-1,-1,1,0,1,-1
756,1,1,2013-06-27,No,0,0,-1,0,-1,1,-1
757,0,1,2014-04-03,No,0,0,-1,,0,1,0
758,-1,1,2014-03-27,No,0,-1,-3,-1,-1,-1,-1
759,-1,1,2014-04-02,No,0,-1,0,0,1,0,0
760,-1,1,2014-04-19,No,0,-1,0,0,-1,1,0
761,-1,1,2013-05-25,No,0,-1,-1,1,-1,1,-1
762,1,1,2013-08-23,No,0,0,0,-1,0,1,-1
763,-1,1,2013-12-28,No,0,0,1,,-1,0,-1
764,-1,1,2014-02-23,No,,-1,-1,1,-1,0,-1
765,-1,1,2013-07-17,No,0,-2,-1,0,1,0,-1
766,0,1,2013-10-11,No,0,1,-1,0,1,0,-1
767,-1,1,2013-12-25,No,0,1,0,1,-1,1,-1
768,-1,1,2013-11-19,No,0,0,0,0,-1,1,-1
769,1,1,2013-06-27,No,0,0,0,0,0,0,0
770,-1,1,2013-08-18,No,2,-1,0,0,-1,0,-1
771,1,1,2014-03-03,Yes,1,-2,1,0,0,0,0
772,-1,1,2014-04-12,No,0,1,-1,0,-1,1,-1
773,1,-2,2013-08-15,No,0,1,-1,0,-1,0,-1
774,-1,2,2014-01-23,No,0,-1,-1,1,1,0,-1
775,-1,1,2013-10-02,No,0,-1,-1,1,-1,2,0
776,-1,1,2014-03-14,No,0,-1,-1,-1,-1,1,0
777,-1,1,2013-12-08,No,0,-1,-1,-1,-1,-2,0
778,1,1,2014-04-21,No,0,0,1,-1,0,0,
779,3,1,2013-05-13,No,0,1,-1,1,-1,1,-1
780,-1,1,2013-05-02,No,0,-1,0,-1,-1,0,
781,-1,1,2013-11-05,No,0,0,0,-1,-1,1,0
782,0,1,2013-05-25,Yes,1,0,1,-1,0,0,-1
783,1,,2013-08-27,No,0,1,-1,0,-1,-1,-1
784,1,1,2014-04-11,Yes,1,0,0,1,0,-1,0
785,1,1,2013-08-20,No,0,2,1,0,-1,-1,-1
786,-1,1,2014-01-21,No,0,-1,0,-1,-1,0,0
787,-1,1,2013-06-26,No,0,-1,0,-1,-1,1,-1
788,0,1,2013-06-15,No,0,1,1,0,1,-1,-1
789,-1,1,2013-10-06,No,0,-1,-1,-1,2,-1,0
790,-1,1,2014-02-26,Yes,1,-1,1,0,-1,0,-1
791,-1,1,2014-02-22,No,0,-1,-1,0,-1,0,-1
792,1,1,2013-08-20,No,,-1,-1,-1,-1,1,0
793,-1,1,2014-04-03,No,0,-1,0,-1,-1,1,0
794,-1,1,2013-06-12,No,0,-2,0,0,-1,0,0
795,-1,1,2013-07-29,No,0,1,0,-1,-1,0,-1
796,-1,1,2013-06-13,No,0,-1,-1,-1,-1,1,-1
797,0,1,2013-07-09,No,0,-1,0,1,-1,1,3
798,-1,1,2013-05-09,No,0,1,-1,0,1,0,0
799,-1,1,2014-04-12,No,0,-1,1,2,1,-1,-1
800,1,1,2013-04-22,Yes,1,1,1,1,-1,0,-1
801,0,1,2013-11-29,No,0,0,-1,1,0,1,-1
802,-3,1,2013-06-16,No,0,-1,1,-1,-1,1,-1
803,-1,1,2014-01-15,No,0,-1,-1,1,1,0,0
804,-1,1,2013-05-01,No,,1,0,0,-1,0,-1
805,-1,1,2014-02-13,No,0,,-1,-1,-1,1,0
806,-1,,2014-01-07,No,0,-1,-1,1,-1,0,-1
807,1,1,2014-02-21,No,0,0,-1,-1,0,1,
808,-1,1,2014-03-23,No,0,-1,-1,1,1,0,-1
809,-1,1,2013-05-30,No,0,-1,0,0,1,-1,-1
810,0,1,2013-07-28,No,0,0,0,-1,0,-1,3
811,1,1,2013-05-30,No,0,1,0,0,-1,-1,-1
812,1,1,2014-03-03,No,0,1,-2,0,-1,1,0
813,-1,1,2013-11-10,No,0,-1,0,0,3,1,-1
814,-1,1,2013-05-29,No,0,-1,-1,0,1,1,-1
815,-1,1,2014-02-17,No,0,-1,0,1,-1,-1,0
816,1,1,2013-04-23,No,0,-1,0,-1,-1,1,0
817,-1,1,2013-08-13,Yes,1,-1,1,1,-1,-1,-1
818,-3,1,2013-05-16,No,0,0,0,-1,0,-1,-1
819,1,1,2013-11-14,Yes,1,0,1,-1,0,0,0
820,0,1,2014-01-29,No,0,0,0,-1,0,1,-1
821,0,1,2013-08-09,Yes,1,0,1,1,0,0,-1
822,-1,1,2013-09-09,No,0,0,-1,0,1,1,-1
823,0,1,2013-07-24,No,0,-1,1,1,-1,1,-1
824,-1,1,2013-05-30,No,0,0,-1,1,-1,1,-1
825,-1,1,2013-05-19,No,0,-1,-1,0,1,0,-1
826,-1,1,2014-02-06,No,0,-1,0,0,1,0,-1
827,,1,2013-05-17,No,0,1,0,0,1,1,-1
828,-1,1,2013-06-25,Yes,1,0,1,,-1,1,-1
829,1,1,2014-01-21,No,0,0,-1,-1,0,-1,0
830,1,1,2014-01-10,No,0,0,1,1,0,-1,0
831,-1,1,2013-08-19,No,0,-1,0,0,3,0,0
832,-1,1,2014-01-16,No,0,-1,,-1,-1,-1,-2
833,1,1,2013-12-15,No,0,0,0,-1,0,-1,-1
834,1,1,2014-03-24,No,0,0,-1,-1,0,0,0
835,-1,1,2014-04-21,Yes,2,0,1,1,-1,0,-1
836,-1,1,2014-01-03,No,0,-1,0,-1,-1,2,-1
837,1,1,2013-10-22,No,0,0,1,2,0,0,0
838,-1,1,2013-07-09,No,0,0,-1,1,-1,1,-1
839,1,1,2013-10-15,No,0,0,-1,-1,,-1,-1
840,-1,1,2013-08-25,No,-3,0,-1,0,-1,1,-1
841,-1,1,2013-10-30,No,0,,0,0,-1,-1,0
842,0,1,2013-06-21,No,0,0,0,-1,0,0,0
843,-1,1,2013-10-03,No,0,0,0,0,-2,1,0
844,-1,1,2014-03-31,No,0,0,3,0,-1,1,-1
845,1,1,2014-02-01,No,0,1,1,0,1,-1,-1
846,-1,1,2014-02-05,Yes,1,-1,-1,0,1,-1,-1
847,-1,1,2013-10-05,No,0,-1,-1,0,-1,0,-1
848,-1,1,2014-02-03,No,0,-1,0,1,-1,-3,0
849,-1,1,2013-06-23,Yes,1,0,1,-1,-1,-1,0
850,-1,1,2013-07-12,No,0,-1,0,1,-1,1,-1
851,1,1,2013-05-06,No,0,0,-1,-1,0,1,-1
852,-1,1,2013-05-07,No,-2,0,1,-1,-1,1,-1
853,-1,1,2014-03-15,No,0,-1,-1,1,-1,0,-1
854,-1,1,2013-08-21,No,0,-1,0,1,-1,0,0
855,-1,1,2013-08-15,No,0,0,-1,1,-1,0,-1
856,-1,1,2013-11-10,No,0,-1,-1,-1,-1,1,-1
857,-1,1,2014-04-05,No,0,0,0,0,,0,0
858,-1,,2014-01-30,No,0,-1,-1,3,-1,1,0
859,-1,1,2013-12-04,No,0,-1,1,0,1,0,-1
860,0,1,2013-12-19,No,0,0,0,-1,0,1,-1
861,-1,1,2014-03-18,No,0,0,1,-1,-1,-1,0
862,-1,1,2013-10-09,No,0,-1,-1,0,-1,0,-1
863,-1,1,2013-06-25,No,0,0,-1,-1,-1,1,-1
864,,1,2014-01-11,No,0,0,-1,-1,0,1,0
865,-1,1,2013-04-21,No,0,0,-1,-1,-1,-1,-1
866,-1,1,2013-05-01,No,0,-1,,-1,-1,0,-1
867,1,1,2013-05-07,No,0,0,0,0,0,-1,3
868,0,1,2013-06-25,No,0,-1,0,1,-1,1,-1
869,-1,1,2013-07-26,No,0,-1,0,0,-1,1,0
870,1,,2014-03-11,No,0,1,0,-1,-1,0,0
